"Kennziffer";"Berufsgruppe";"Gültig"
"7339";"Führungskr.-Medien-, Dokumentations- & Informationsdienste";"J"
"73394";"Führungskr.-Medien-, Dokumentations- & Informationsdienste";"J"
"8";"Gesundheit, Soziales, Lehre & Erziehung";"J"
"81";"Medizinische Gesundheitsberufe";"J"
"811";"Arzt- & Praxishilfe";"J"
"8110";"Medizinische Fachangestellte (o.Spez.)";"J"
"81102";"Medizinische Fachangestellte (o.Spez.)-fachl.ausg.Tät.";"J"
"81103";"Medizinische Fachangestellte (o.Spez.)-kompl.Spez.tät.";"J"
"8111";"Zahnmedizinische Fachangestellte";"J"
"81112";"Zahnmedizinische Fachangestellte-fachl.ausg.Tät.";"J"
"81113";"Zahnmedizinische Fachangestellte-kompl.Spez.tät.";"J"
"8112";"Podologen/Podologinnen";"J"
"81122";"Podologen/Podologinnen-fachl.ausg.Tät.";"J"
"8113";"Orthoptisten/Orthoptistinnen";"J"
"81132";"Orthoptisten/Orthoptistinnen-fachl.ausg.Tät.";"J"
"8114";"Tiermedizinische Fachangestellte";"J"
"81142";"Tiermedizinische Fachangestellte-fachl.ausg.Tät.";"J"
"81143";"Tiermedizinische Fachangestellte-kompl.Spez.tät.";"J"
"8118";"Medizin. Fachangestellte (sonst.spez.Tät.)";"J"
"81182";"Medizin. Fachangestellte (sonst.spez.Tät.)-fachl.ausg.Tät.";"J"
"81183";"Medizin. Fachangestellte (sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"812";"Medizinisches Laboratorium";"J"
"8121";"Medizinisch-technische Berufe Laboratorium";"J"
"81212";"Medizinisch-technische Berufe Laboratorium-fachl.ausg.Tät.";"J"
"81213";"Medizinisch-technische Berufe Laboratorium-kompl.Spez.tät.";"J"
"81214";"Medizinisch-technische Berufe Laboratorium-hoch kompl.Tät.";"J"
"8122";"Medizin.-techn. Berufe Funktionsdiagnostik";"J"
"81222";"Medizin.-techn. Berufe Funktionsdiagnostik-fachl.ausg.Tät.";"J"
"81223";"Medizin.-techn. Berufe Funktionsdiagnostik-kompl.Spez.tät.";"J"
"81224";"Medizin.-techn. Berufe Funktionsdiagnostik-hoch kompl.Tät.";"J"
"8123";"Medizinisch-technische Berufe Radiologie";"J"
"81232";"Medizinisch-technische Berufe Radiologie-fachl.ausg.Tät.";"J"
"81233";"Medizinisch-technische Berufe Radiologie-kompl.Spez.tät.";"J"
"81234";"Medizinisch-technische Berufe Radiologie-hoch kompl.Tät.";"J"
"8124";"Medizinisch-techn. Berufe Veterinärmedizin";"J"
"81242";"Medizinisch-techn. Berufe Veterinärmedizin-fachl.ausg.Tät.";"J"
"81243";"Medizinisch-techn. Berufe Veterinärmedizin-kompl.Spez.tät.";"J"
"8129";"Führungskr.-Medizinisches Laboratorium";"J"
"81294";"Führungskr.-Medizinisches Laboratorium";"J"
"813";"Gesundheits- & Krankenpflege, Rettungsdienst & Geburtshilfe";"J"
"8130";"Berufe Gesundh.- & Krankenpflege (o.Spez.)";"J"
"81301";"Berufe Gesundh.- & Krankenpflege (o.Spez.)-Helf./Anlerntät.";"J"
"81302";"Berufe Gesundh.- & Krankenpflege (o.Spez.)-fachl.ausg.Tät.";"J"
"8131";"Berufe Fachkrankenpflege";"J"
"81313";"Berufe Fachkrankenpflege-kompl.Spez.tät.";"J"
"8132";"Berufe Fachkinderkrankenpflege";"J"
"81323";"Berufe Fachkinderkrankenpflege-kompl.Spez.tät.";"J"
"8133";"Berufe operations-/medizintechn. Assistenz";"J"
"81332";"Berufe operations-/medizintechn. Assistenz-fachl.ausg.Tät.";"J"
"81333";"Berufe operations-/medizintechn. Assistenz-kompl.Spez.tät.";"J"
"8134";"Berufe Rettungsdienst";"J"
"81341";"Berufe Rettungsdienst-Helf./Anlerntät.";"J"
"81342";"Berufe Rettungsdienst-fachl.ausg.Tät.";"J"
"81343";"Berufe Rettungsdienst-kompl.Spez.tät.";"J"
"8135";"Berufe Geburtshilfe & Entbindungspflege";"J"
"81352";"Berufe Geburtshilfe & Entbindungspflege-fachl.ausg.Tät.";"J"
"81353";"Berufe Geburtshilfe & Entbindungspflege-kompl.Spez.tät.";"J"
"8138";"Berufe Gesundh.&Krankenpfl.(sonst.spez.Tät.)";"J"
"81382";"Berufe Gesundh.&Krankenpfl.(sonst.spez.Tät.)-fachl.ausg.Tät.";"J"
"81383";"Berufe Gesundh.&Krankenpfl.(sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"8139";"Aufs.&Führung.-Gesundh.-&Krankenpflege, Rettungsd.&Geburtsh.";"J"
"81393";"Aufsichtskr.-Gesundh.-&Krankenpflege, Rettungsd.&Geburtsh.";"J"
"81394";"Führungskr.-Gesundh.-&Krankenpflege, Rettungsd.&Geburtsh.";"J"
"814";"Human- & Zahnmedizin";"J"
"8140";"Ärzte/Ärztinnen (o.Spez.)";"J"
"81404";"Ärzte/Ärztinnen (o.Spez.)-hoch kompl.Tät.";"J"
"8141";"Fachärzte/-ärztinnen Kinder- & Jugendmedizin";"J"
"81414";"Fachärzte/-ärztinnen Kinder- & Jugendmedizin-hoch kompl.Tät.";"J"
"8142";"Fachärzte/-ärztinnen Innere Medizin";"J"
"81424";"Fachärzte/-ärztinnen Innere Medizin-hoch kompl.Tät.";"J"
"8143";"Fachärzte/-ärztinnen Chirurgie";"J"
"81434";"Fachärzte/-ärztinnen Chirurgie-hoch kompl.Tät.";"J"
"8144";"Fachärzte Hautkrankh.,Sinnes&Geschlechtsorg.";"J"
"81444";"Fachärzte Hautkrankh.,Sinnes&Geschlechtsorg.-hoch kompl.Tät.";"J"
"8145";"Fachärzte/-ärztinnen Anästhesiologie";"J"
"81454";"Fachärzte/-ärztinnen Anästhesiologie-hoch kompl.Tät.";"J"
"8146";"Fachärzte Neur.,Psych.,Psychot.&psychos.Med.";"J"
"81464";"Fachärzte Neur.,Psych.,Psychot.&psychos.Med.-hoch kompl.Tät.";"J"
"8147";"Zahnärzte/-innen & Kieferorthopäden/-innen";"J"
"81474";"Zahnärzte/-innen & Kieferorthopäden/-innen-hoch kompl.Tät.";"J"
"8148";"Ärzte/Ärztinnen (sonst.spez.Tät.)";"J"
"81484";"Ärzte/Ärztinnen (sonst.spez.Tät.)-hoch kompl.Tät.";"J"
"8149";"Führungskr.-Human- & Zahnmedizin";"J"
"81494";"Führungskr.-Human- & Zahnmedizin";"J"
"815";"Tiermedizin & Tierheilkunde";"J"
"8150";"Tierärzte/-ärztinnen (o.Spez.)";"J"
"81504";"Tierärzte/-ärztinnen (o.Spez.)-hoch kompl.Tät.";"J"
"8151";"Tierärzte/-ärztinnen für Groß- & Nutztiere";"J"
"81514";"Tierärzte/-ärztinnen für Groß- & Nutztiere-hoch kompl.Tät.";"J"
"8152";"Tierärzte/-ärztinnen für Haus- & Heimtiere";"J"
"81524";"Tierärzte/-ärztinnen für Haus- & Heimtiere-hoch kompl.Tät.";"J"
"8153";"Tierheilpraktiker/innen";"J"
"81532";"Tierheilpraktiker/innen-fachl.ausg.Tät.";"J"
"8158";"Berufe Tiermed.&Tierheilk. (sonst.spez.Tät.)";"J"
"81584";"Berufe Tiermed.&Tierheilk. (sonst.spez.Tät.)-hoch kompl.Tät.";"J"
"8159";"Führungskr.-Tiermedizin & Tierheilkunde";"J"
"81594";"Führungskr.-Tiermedizin & Tierheilkunde";"J"
"816";"Psychologie & nicht ärztliche Psychotherapie";"J"
"8161";"Berufe nicht klinische Psychologie";"J"
"81614";"Berufe nicht klinische Psychologie-hoch kompl.Tät.";"J"
"8162";"Berufe klinische Psychologie";"J"
"81623";"Berufe klinische Psychologie-kompl.Spez.tät.";"J"
"81624";"Berufe klinische Psychologie-hoch kompl.Tät.";"J"
"8163";"Berufe nicht ärztliche Psychotherapie";"J"
"81634";"Berufe nicht ärztliche Psychotherapie-hoch kompl.Tät.";"J"
"817";"Nicht ärztliche Therapie & Heilkunde";"J"
"8171";"Berufe Physiotherapie";"J"
"81712";"Berufe Physiotherapie-fachl.ausg.Tät.";"J"
"81713";"Berufe Physiotherapie-kompl.Spez.tät.";"J"
"81714";"Berufe Physiotherapie-hoch kompl.Tät.";"J"
"8172";"Berufe Ergotherapie";"J"
"81722";"Berufe Ergotherapie-fachl.ausg.Tät.";"J"
"81723";"Berufe Ergotherapie-kompl.Spez.tät.";"J"
"81724";"Berufe Ergotherapie-hoch kompl.Tät.";"J"
"8173";"Berufe Sprachtherapie";"J"
"81733";"Berufe Sprachtherapie-kompl.Spez.tät.";"J"
"81734";"Berufe Sprachtherapie-hoch kompl.Tät.";"J"
"8174";"Berufe Musik- & Kunsttherapie";"J"
"81743";"Berufe Musik- & Kunsttherapie-kompl.Spez.tät.";"J"
"81744";"Berufe Musik- & Kunsttherapie-hoch kompl.Tät.";"J"
"8175";"Berufe Heilkunde & Homöopathie";"J"
"81752";"Berufe Heilkunde & Homöopathie-fachl.ausg.Tät.";"J"
"81753";"Berufe Heilkunde & Homöopathie-kompl.Spez.tät.";"J"
"8176";"Berufe Diät- & Ernährungstherapie";"J"
"81762";"Berufe Diät- & Ernährungstherapie-fachl.ausg.Tät.";"J"
"81763";"Berufe Diät- & Ernährungstherapie-kompl.Spez.tät.";"J"
"81764";"Berufe Diät- & Ernährungstherapie-hoch kompl.Tät.";"J"
"8178";"Berufe nichtärzt.Ther.&Heilk.(son.spez.Tät.)";"J"
"81782";"Berufe nichtärzt.Ther.&Heilk.(son.spez.Tät.)-fachl.ausg.Tät.";"J"
"81783";"Berufe nichtärzt.Ther.&Heilk.(son.spez.Tät.)-kompl.Spez.tät.";"J"
"81784";"Berufe nichtärzt.Ther.&Heilk.(son.spez.Tät.)-hoch kompl.Tät.";"J"
"8179";"Führungskr.-Nicht ärztliche Therapie & Heilkunde";"J"
"81794";"Führungskr.-Nicht ärztliche Therapie & Heilkunde";"J"
"818";"Pharmazie";"J"
"8180";"Apotheker/innen,Pharmazeuten/Pharmazeutinnen";"J"
"81804";"Apotheker/innen,Pharmazeuten/Pharmazeutinnen-hoch kompl.Tät.";"J"
"8181";"Fachärzte/-ärztinnen Pharmakologie";"J"
"81814";"Fachärzte/-ärztinnen Pharmakologie-hoch kompl.Tät.";"J"
"8182";"Berufe pharmazeutisch-technische Assistenz";"J"
"81822";"Berufe pharmazeutisch-technische Assistenz-fachl.ausg.Tät.";"J"
"8188";"Berufe Pharmazie (sonst.spez.Tät.)";"J"
"81883";"Berufe Pharmazie (sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"81884";"Berufe Pharmazie (sonst.spez.Tät.)-hoch kompl.Tät.";"J"
"8189";"Führungskr.-Pharmazie";"J"
"81894";"Führungskr.-Pharmazie";"J"
"82";"Nichtmed.Gesundheits-, Körperpflege-& Wellness, Medizintech.";"J"
"821";"Altenpflege";"J"
"8210";"Berufe Altenpflege (o.Spez.)";"J"
"82101";"Berufe Altenpflege (o.Spez.)-Helf./Anlerntät.";"J"
"82102";"Berufe Altenpflege (o.Spez.)-fachl.ausg.Tät.";"J"
"82103";"Berufe Altenpflege (o.Spez.)-kompl.Spez.tät.";"J"
"8218";"Berufe Altenpflege (sonst.spez.Tät.)";"J"
"82182";"Berufe Altenpflege (sonst.spez.Tät.)-fachl.ausg.Tät.";"J"
"82183";"Berufe Altenpflege (sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"8219";"Führungskr.-Altenpflege";"J"
"82194";"Führungskr.-Altenpflege";"J"
"822";"Ernährungs- & Gesundheitsberatung, Wellness";"J"
"8221";"Berufe Gesundheitsberatung";"J"
"82212";"Berufe Gesundheitsberatung-fachl.ausg.Tät.";"J"
"82213";"Berufe Gesundheitsberatung-kompl.Spez.tät.";"J"
"82214";"Berufe Gesundheitsberatung-hoch kompl.Tät.";"J"
"8222";"Wellnessberufe";"J"
"82222";"Wellnessberufe-fachl.ausg.Tät.";"J"
"82223";"Wellnessberufe-kompl.Spez.tät.";"J"
"8223";"Berufe Ernährungsberatung";"J"
"82232";"Berufe Ernährungsberatung-fachl.ausg.Tät.";"J"
"82233";"Berufe Ernährungsberatung-kompl.Spez.tät.";"J"
"8224";"Qualitätsbeauftragte im Gesundheitswesen";"J"
"82243";"Qualitätsbeauftragte im Gesundheitswesen-kompl.Spez.tät.";"J"
"8228";"Ernähr.&Gesundheitsber.,Welln. (s.spez.Tät.)";"J"
"82283";"Ernähr.&Gesundheitsber.,Welln. (s.spez.Tät.)-kompl.Spez.tät.";"J"
"82284";"Ernähr.&Gesundheitsber.,Welln. (s.spez.Tät.)-hoch kompl.Tät.";"J"
"823";"Körperpflege";"J"
"8231";"Berufe Friseurgewerbe";"J"
"82311";"Berufe Friseurgewerbe-Helf./Anlerntät.";"J"
"82312";"Berufe Friseurgewerbe-fachl.ausg.Tät.";"J"
"8232";"Berufe Kosmetik";"J"
"82322";"Berufe Kosmetik-fachl.ausg.Tät.";"J"
"8233";"Tätowierer/innen & Piercer/innen";"J"
"82332";"Tätowierer/innen & Piercer/innen-fachl.ausg.Tät.";"J"
"8234";"Berufe Maskenbildnerei";"J"
"82342";"Berufe Maskenbildnerei-fachl.ausg.Tät.";"J"
"82343";"Berufe Maskenbildnerei-kompl.Spez.tät.";"J"
"8239";"Aufsichtskr.-Körperpflege";"J"
"82393";"Aufsichtskr.-Körperpflege";"J"
"824";"Bestattungswesen";"J"
"8240";"Berufe Bestattungswesen";"J"
"82402";"Berufe Bestattungswesen-fachl.ausg.Tät.";"J"
"82403";"Berufe Bestattungswesen-kompl.Spez.tät.";"J"
"8249";"Aufsichts- & Führungskr.-Bestattungswesen";"J"
"82493";"Aufsichtskr.-Bestattungswesen";"J"
"82494";"Führungskr.-Bestattungswesen";"J"
"825";"Medizin-, Orthopädie- & Rehatechnik";"J"
"8250";"Berufe Medizintechnik (o.Spez.)";"J"
"82502";"Berufe Medizintechnik (o.Spez.)-fachl.ausg.Tät.";"J"
"82503";"Berufe Medizintechnik (o.Spez.)-kompl.Spez.tät.";"J"
"82504";"Berufe Medizintechnik (o.Spez.)-hoch kompl.Tät.";"J"
"8251";"Berufe Orthopädie- & Rehatechnik";"J"
"82512";"Berufe Orthopädie- & Rehatechnik-fachl.ausg.Tät.";"J"
"82513";"Berufe Orthopädie- & Rehatechnik-kompl.Spez.tät.";"J"
"82514";"Berufe Orthopädie- & Rehatechnik-hoch kompl.Tät.";"J"
"8252";"Berufe Augenoptik";"J"
"82522";"Berufe Augenoptik-fachl.ausg.Tät.";"J"
"82523";"Berufe Augenoptik-kompl.Spez.tät.";"J"
"82524";"Berufe Augenoptik-hoch kompl.Tät.";"J"
"8253";"Berufe Hörgeräteakustik";"J"
"82532";"Berufe Hörgeräteakustik-fachl.ausg.Tät.";"J"
"82533";"Berufe Hörgeräteakustik-kompl.Spez.tät.";"J"
"82534";"Berufe Hörgeräteakustik-hoch kompl.Tät.";"J"
"8254";"Berufe Zahntechnik";"J"
"82542";"Berufe Zahntechnik-fachl.ausg.Tät.";"J"
"8259";"Aufsichts- & Führungskr.-Medizin-, Orthopädie- & Rehatechnik";"J"
"82593";"Aufsichtskr.-Medizin-, Orthopädie- & Rehatechnik";"J"
"82594";"Führungskr.-Medizin-, Orthopädie- & Rehatechnik";"J"
"83";"Erziehung, soziale & hauswirtschaftliche Berufe, Theologie";"J"
"831";"Erziehung, Sozialarbeit, Heilerziehungspflege";"J"
"8311";"Berufe Kinderbetreuung & -erziehung";"J"
"83111";"Berufe Kinderbetreuung & -erziehung-Helf./Anlerntät.";"J"
"83112";"Berufe Kinderbetreuung & -erziehung-fachl.ausg.Tät.";"J"
"8312";"Berufe Sozialarbeit & Sozialpädagogik";"J"
"83123";"Berufe Sozialarbeit & Sozialpädagogik-kompl.Spez.tät.";"J"
"83124";"Berufe Sozialarbeit & Sozialpädagogik-hoch kompl.Tät.";"J"
"8313";"Berufe Heilerziehungspfl. & Sonderpädagogik";"J"
"83131";"Berufe Heilerziehungspfl. & Sonderpädagogik-Helf./Anlerntät.";"J"
"83132";"Berufe Heilerziehungspfl. & Sonderpädagogik-fachl.ausg.Tät.";"J"
"83133";"Berufe Heilerziehungspfl. & Sonderpädagogik-kompl.Spez.tät.";"J"
"83134";"Berufe Heilerziehungspfl. & Sonderpädagogik-hoch kompl.Tät.";"J"
"8314";"Berufe Haus- & Familienpflege";"J"
"83142";"Berufe Haus- & Familienpflege-fachl.ausg.Tät.";"J"
"83143";"Berufe Haus- & Familienpflege-kompl.Spez.tät.";"J"
"8315";"Berufe Sozial-, Erziehungs- & Suchtberatung";"J"
"83154";"Berufe Sozial-, Erziehungs- & Suchtberatung-hoch kompl.Tät.";"J"
"8319";"Aufsicht-& Führungskr.-Erzieh.,Sozialarb.,Heilerziehungspfl.";"J"
"83193";"Aufsichtskr.-Erzieh.,Sozialarb.,Heilerziehungspfl.";"J"
"83194";"Führungskr.-Erzieh.,Sozialarb.,Heilerziehungspfl.";"J"
"832";"Hauswirtschaft & Verbraucherberatung";"J"
"8321";"Berufe Hauswirtschaft";"J"
"83211";"Berufe Hauswirtschaft-Helf./Anlerntät.";"J"
"83212";"Berufe Hauswirtschaft-fachl.ausg.Tät.";"J"
"83213";"Berufe Hauswirtschaft-kompl.Spez.tät.";"J"
"8322";"Berufe Verbraucherberatung";"J"
"83223";"Berufe Verbraucherberatung-kompl.Spez.tät.";"J"
"8329";"Aufsichtskr.-Hauswirtschaft & Verbraucherberatung";"J"
"83293";"Aufsichtskr.-Hauswirtschaft & Verbraucherberatung";"J"
"833";"Theologie & Gemeindearbeit";"J"
"8331";"Berufe Theologie";"J"
"83314";"Berufe Theologie-hoch kompl.Tät.";"J"
"8332";"Berufe Gemeindearbeit";"J"
"83322";"Berufe Gemeindearbeit-fachl.ausg.Tät.";"J"
"83323";"Berufe Gemeindearbeit-kompl.Spez.tät.";"J"
"8333";"Angehörige geistlicher Orden & Mutterhäuser";"J"
"83332";"Angehörige geistlicher Orden & Mutterhäuser-fachl.ausg.Tät.";"J"
"83333";"Angehörige geistlicher Orden & Mutterhäuser-kompl.Spez.tät.";"J"
"8338";"Berufe Theol.&Gemeindearb. (sonst.spez.Tät.)";"J"
"83382";"Berufe Theol.&Gemeindearb. (sonst.spez.Tät.)-fachl.ausg.Tät.";"J"
"83383";"Berufe Theol.&Gemeindearb. (sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"83384";"Berufe Theol.&Gemeindearb. (sonst.spez.Tät.)-hoch kompl.Tät.";"J"
"8339";"Führungskr.-Theologie & Gemeindearbeit";"J"
"83394";"Führungskr.-Theologie & Gemeindearbeit";"J"
"84";"Lehrende & ausbildende Berufe";"J"
"841";"Lehrtätigkeit an allgemeinbildenden Schulen";"J"
"8411";"Lehrkräfte Primarstufe";"J"
"84114";"Lehrkräfte Primarstufe-hoch kompl.Tät.";"J"
"8412";"Lehrkräfte Sekundarstufe";"J"
"84124";"Lehrkräfte Sekundarstufe-hoch kompl.Tät.";"J"
"8413";"Lehrkräfte Sonderschulen";"J"
"84134";"Lehrkräfte Sonderschulen-hoch kompl.Tät.";"J"
"8414";"Berufe Lehrerausbildung";"J"
"84144";"Berufe Lehrerausbildung-hoch kompl.Tät.";"J"
"8418";"Lehrkr. allgemeinb.Schulen (sonst.spez.Tät.)";"J"
"84183";"Lehrkr. allgemeinb.Schulen (sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"84184";"Lehrkr. allgemeinb.Schulen (sonst.spez.Tät.)-hoch kompl.Tät.";"J"
"8419";"Führungskr.-Allgemeinbildende Schulen";"J"
"84194";"Führungskr.-Allgemeinbildende Schulen";"J"
"842";"Lehrtät. berufsbild. Fächer, betriebl. Ausb. & Betriebspäd.";"J"
"8421";"Lehrkräfte berufsbildende Fächer";"J"
"84213";"Lehrkräfte berufsbildende Fächer-kompl.Spez.tät.";"J"
"84214";"Lehrkräfte berufsbildende Fächer-hoch kompl.Tät.";"J"
"8422";"Berufe betriebl. Ausbildung & Betriebspäd.";"J"
"84223";"Berufe betriebl. Ausbildung & Betriebspäd.-kompl.Spez.tät.";"J"
"84224";"Berufe betriebl. Ausbildung & Betriebspäd.-hoch kompl.Tät.";"J"
"8429";"Führungskr.-Berufsschulen, betriebl. Ausbild. & Betriebspäd.";"J"
"84294";"Führungskr.-Berufsschulen, betriebl. Ausbild. & Betriebspäd.";"J"
"843";"Lehr- & Forschungstätigkeit an Hochschulen";"J"
"8430";"Berufe Hochschullehre & -forschung";"J"
"84304";"Berufe Hochschullehre & -forschung-hoch kompl.Tät.";"J"
"8439";"Führungskr.-Hochschullehre & -forschung";"J"
"84394";"Führungskr.-Hochschullehre & -forschung";"J"
"844";"Lehrtätigkeit an außerschulischen Bildungseinrichtungen";"J"
"8440";"Berufe Erwachsenenbildung (o.Spez.)";"J"
"84404";"Berufe Erwachsenenbildung (o.Spez.)-hoch kompl.Tät.";"J"
"8441";"Berufe Musikpädagogik";"J"
"84412";"Berufe Musikpädagogik-fachl.ausg.Tät.";"J"
"84413";"Berufe Musikpädagogik-kompl.Spez.tät.";"J"
"84414";"Berufe Musikpädagogik-hoch kompl.Tät.";"J"
"8442";"Berufe Religionspädagogik";"J"
"84424";"Berufe Religionspädagogik-hoch kompl.Tät.";"J"
"8443";"Berufe Kunst- & Theaterpädagogik";"J"
"84434";"Berufe Kunst- & Theaterpädagogik-hoch kompl.Tät.";"J"
"8444";"Berufe IT-Anwendungstraining";"J"
"84444";"Berufe IT-Anwendungstraining-hoch kompl.Tät.";"J"
"8445";"(Fremd-)Sprachenlehrer/innen";"J"
"84454";"(Fremd-)Sprachenlehrer/innen-hoch kompl.Tät.";"J"
"8448";"Lehrkr.außerschul.Bildungseinr.(s.spez.Tät.)";"J"
"84483";"Lehrkr.außerschul.Bildungseinr.(s.spez.Tät.)-kompl.Spez.tät.";"J"
"84484";"Lehrkr.außerschul.Bildungseinr.(s.spez.Tät.)-hoch kompl.Tät.";"J"
"8449";"Führungskr.-Außerschulische Bildungseinrichtungen";"J"
"84494";"Führungskr.-Außerschulische Bildungseinrichtungen";"J"
"845";"Fahr- & Sportunterricht an außerschul. Bildungseinrichtungen";"J"
"8450";"Sportlehrer/innen (o.Spez.)";"J"
"84503";"Sportlehrer/innen (o.Spez.)-kompl.Spez.tät.";"J"
"84504";"Sportlehrer/innen (o.Spez.)-hoch kompl.Tät.";"J"
"8451";"Fahrlehrer/innen";"J"
"84513";"Fahrlehrer/innen-kompl.Spez.tät.";"J"
"8452";"Fluglehrer/innen";"J"
"84523";"Fluglehrer/innen-kompl.Spez.tät.";"J"
"8453";"Tanzlehrer/innen";"J"
"84533";"Tanzlehrer/innen-kompl.Spez.tät.";"J"
"8454";"Trainer/innen-Ballsportarten";"J"
"84543";"Trainer/innen-Ballsportarten-kompl.Spez.tät.";"J"
"8455";"Trainer/innen-Fitness & Gymnastik";"J"
"84553";"Trainer/innen-Fitness & Gymnastik-kompl.Spez.tät.";"J"
"8458";"Sportlehrer/innen (sonst.spez.Tät.)";"J"
"84583";"Sportlehrer/innen (sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"9";"Geistes-,Gesellschafts-&Wirtsch.,Medien,Kunst,Kult.&Gestalt.";"J"
"91";"Sprach-,literatur-,geistes-,gesellsch.-&wirtschaftsw. Berufe";"J"
"911";"Sprach- & Literaturwissenschaften";"J"
"9110";"Berufe Sprach- & Literaturwissens. (o.Spez.)";"J"
"91104";"Berufe Sprach- & Literaturwissens. (o.Spez.)-hoch kompl.Tät.";"J"
"9111";"Berufe Germanistik";"J"
"91114";"Berufe Germanistik-hoch kompl.Tät.";"J"
"9112";"Berufe Anglistik & Amerikanistik";"J"
"91124";"Berufe Anglistik & Amerikanistik-hoch kompl.Tät.";"J"
"9113";"Berufe Romanistik";"J"
"91134";"Berufe Romanistik-hoch kompl.Tät.";"J"
"9114";"Berufe Slawistik & verwandten Bereichen";"J"
"91144";"Berufe Slawistik & verwandten Bereichen-hoch kompl.Tät.";"J"
"9115";"Berufe Arabistik & Orientalistik";"J"
"91154";"Berufe Arabistik & Orientalistik-hoch kompl.Tät.";"J"
"9116";"Berufe Sprach- & Literaturwiss. asiat. Raum";"J"
"91164";"Berufe Sprach- & Literaturwiss. asiat. Raum-hoch kompl.Tät.";"J"
"9117";"Berufe Altphilologie";"J"
"91174";"Berufe Altphilologie-hoch kompl.Tät.";"J"
"9118";"Berufe Sprach-&Literaturw. (sonst.spez.Tät.)";"J"
"91184";"Berufe Sprach-&Literaturw. (sonst.spez.Tät.)-hoch kompl.Tät.";"J"
"912";"Geisteswissenschaften";"J"
"9121";"Berufe Philosophie, Religion & Ethik";"J"
"91214";"Berufe Philosophie, Religion & Ethik-hoch kompl.Tät.";"J"
"9122";"Berufe Geschichtswissenschaften";"J"
"91224";"Berufe Geschichtswissenschaften-hoch kompl.Tät.";"J"
"9123";"Berufe Archäologie";"J"
"91233";"Berufe Archäologie-kompl.Spez.tät.";"J"
"91234";"Berufe Archäologie-hoch kompl.Tät.";"J"
"9124";"Berufe Medien- & Theaterwissenschaft";"J"
"91244";"Berufe Medien- & Theaterwissenschaft-hoch kompl.Tät.";"J"
"9125";"Berufe Regionalwissenschaft";"J"
"91254";"Berufe Regionalwissenschaft-hoch kompl.Tät.";"J"
"9126";"Berufe Anthropologie & Ethnologie";"J"
"91264";"Berufe Anthropologie & Ethnologie-hoch kompl.Tät.";"J"
"913";"Gesellschaftswissenschaften";"J"
"9131";"Berufe Politologie";"J"
"91314";"Berufe Politologie-hoch kompl.Tät.";"J"
"9132";"Berufe Soziologie";"J"
"91324";"Berufe Soziologie-hoch kompl.Tät.";"J"
"9133";"Berufe Erziehungswissenschaft";"J"
"91334";"Berufe Erziehungswissenschaft-hoch kompl.Tät.";"J"
"9134";"Berufe Markt- & Meinungsforschung";"J"
"91341";"Berufe Markt- & Meinungsforschung-Helf./Anlerntät.";"J"
"91342";"Berufe Markt- & Meinungsforschung-fachl.ausg.Tät.";"J"
"91343";"Berufe Markt- & Meinungsforschung-kompl.Spez.tät.";"J"
"91344";"Berufe Markt- & Meinungsforschung-hoch kompl.Tät.";"J"
"9135";"Berufe Demografie";"J"
"91354";"Berufe Demografie-hoch kompl.Tät.";"J"
"9138";"Berufe Gesellschaftswiss. (sonst.spez.Tät.)";"J"
"91384";"Berufe Gesellschaftswiss. (sonst.spez.Tät.)-hoch kompl.Tät.";"J"
"914";"Wirtschaftswissenschaften";"J"
"9140";"Berufe Wirtschaftswissenschaften (o.Spez.)";"J"
"91404";"Berufe Wirtschaftswissenschaften (o.Spez.)-hoch kompl.Tät.";"J"
"9148";"Berufe Wirtschaftswissen. (sonst.spez.Tät.)";"J"
"91484";"Berufe Wirtschaftswissen. (sonst.spez.Tät.)-hoch kompl.Tät.";"J"
"92";"Werbung, Marketing, kaufmänn. & redaktionelle Medienberufe";"J"
"921";"Werbung & Marketing";"J"
"9211";"Berufe Werbung & Marketing";"J"
"92112";"Berufe Werbung & Marketing-fachl.ausg.Tät.";"J"
"92113";"Berufe Werbung & Marketing-kompl.Spez.tät.";"J"
"92114";"Berufe Werbung & Marketing-hoch kompl.Tät.";"J"
"9212";"Berufe Dialogmarketing";"J"
"92122";"Berufe Dialogmarketing-fachl.ausg.Tät.";"J"
"92123";"Berufe Dialogmarketing-kompl.Spez.tät.";"J"
"9213";"Berufe Kundenmanagement";"J"
"92133";"Berufe Kundenmanagement-kompl.Spez.tät.";"J"
"9219";"Führungskr.-Werbung & Marketing";"J"
"92194";"Führungskr.-Werbung & Marketing";"J"
"922";"Öffentlichkeitsarbeit";"J"
"9220";"Berufe Öffentlichkeitsarbeit";"J"
"92203";"Berufe Öffentlichkeitsarbeit-kompl.Spez.tät.";"J"
"92204";"Berufe Öffentlichkeitsarbeit-hoch kompl.Tät.";"J"
"9229";"Führungskr.-Öffentlichkeitsarbeit";"J"
